,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,"Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4",Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker4,Ragnetto:Marker4,Ragnetto:Marker4
,ID,"54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","C6800","C6800","C6800","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","C65B0","C65B0","C65B0","C68C0","C68C0","C68C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3067,8.519444,-0.002234,-0.603979,0.000176,0.796997,-0.820411,0.015645,-0.845741,0.000523,-0.694331,0.014850,-0.782685,0.872919,-0.811739,0.014541,-0.755078,0.923443,-0.695687,0.014841,-0.850755,0.906529,-0.820321,0.015644,-0.845739,0.875553,-0.694587,0.014560,-0.782899,-0.811622,0.014762,-0.755374,-0.695848,0.015120,-0.850556,-0.820021,0.015434,-0.845428
3068,8.522222,-0.002173,-0.603993,0.000128,0.796987,-0.820403,0.015647,-0.845740,0.000530,-0.694325,0.014842,-0.782680,0.889410,-0.811734,0.014529,-0.755077,0.903261,-0.695679,0.014843,-0.850749,0.905297,-0.820313,0.015647,-0.845738,0.879719,-0.694583,0.014548,-0.782897,-0.811611,0.014753,-0.755374,-0.695845,0.015127,-0.850544,-0.820012,0.015434,-0.845429
3069,8.525000,-0.002122,-0.603981,0.000089,0.796996,-0.820404,0.015651,-0.845741,0.000533,-0.694323,0.014838,-0.782684,0.889279,-0.811732,0.014521,-0.755078,0.900020,-0.695679,0.014848,-0.850754,0.904990,-0.820314,0.015651,-0.845739,0.878104,-0.694588,0.014547,-0.782887,-0.811603,0.014743,-0.755385,-0.695848,0.015129,-0.850561,-0.820009,0.015439,-0.845422
3070,8.527778,-0.002177,-0.603983,0.000176,0.796994,-0.820401,0.015636,-0.845738,0.000541,-0.694321,0.014844,-0.782680,0.888198,-0.811730,0.014524,-0.755075,0.899292,-0.695677,0.014840,-0.850750,0.904325,-0.820311,0.015635,-0.845735,0.876364,-0.694586,0.014553,-0.782893,-0.811605,0.014745,-0.755387,-0.695844,0.015121,-0.850550,-0.820004,0.015424,-0.845410
3071,8.530556,-0.002194,-0.603987,0.000194,0.796991,-0.820400,0.015637,-0.845737,0.000536,-0.694321,0.014849,-0.782678,0.886551,-0.811730,0.014530,-0.755074,0.900859,-0.695676,0.014843,-0.850748,0.904003,-0.820310,0.015636,-0.845734,0.875592,-0.694589,0.014551,-0.782890,-0.811610,0.014757,-0.755376,-0.695841,0.015130,-0.850554,-0.819997,0.015420,-0.845414
3072,8.533333,-0.002144,-0.604018,0.000224,0.796968,-0.820403,0.015633,-0.845739,0.000532,-0.694329,0.014856,-0.782670,0.886551,-0.811740,0.014523,-0.755075,0.900859,-0.695678,0.014853,-0.850740,0.904003,-0.820313,0.015633,-0.845736,0.875592,-0.694592,0.014567,-0.782870,-0.811612,0.014743,-0.755377,-0.695853,0.015131,-0.850551,-0.820003,0.015423,-0.845424
3073,8.536111,-0.002207,-0.603913,0.000573,0.797047,-0.820426,0.015617,-0.845748,0.000583,-0.694335,0.014933,-0.782713,0.890347,-0.811738,0.014558,-0.755086,0.901283,-0.695702,0.014894,-0.850782,0.905190,-0.820336,0.015617,-0.845746,0.878184,-0.694653,0.014679,-0.782990,-0.811598,0.014752,-0.755385,-0.695847,0.015138,-0.850534,-0.820013,0.015432,-0.845418
3074,8.538889,-0.002574,-0.603808,0.000621,0.797126,-0.820450,0.015651,-0.845700,0.000523,-0.694342,0.014961,-0.782698,0.876781,-0.811738,0.014647,-0.755040,0.904433,-0.695727,0.014878,-0.850767,0.905770,-0.820360,0.015650,-0.845698,0.876017,-0.694652,0.014686,-0.782993,-0.811654,0.014856,-0.755252,-0.695844,0.015144,-0.850545,-0.820017,0.015451,-0.845413
3075,8.541667,-0.002553,-0.603806,0.000628,0.797127,-0.820454,0.015653,-0.845701,0.000520,-0.694346,0.014967,-0.782699,0.875300,-0.811742,0.014647,-0.755041,0.923314,-0.695732,0.014885,-0.850768,0.908077,-0.820364,0.015653,-0.845699,0.879961,-0.694645,0.014696,-0.782992,-0.811657,0.014852,-0.755252,-0.695857,0.015146,-0.850541,-0.820025,0.015457,-0.845421
3076,8.544444,-0.002684,-0.603538,0.001100,0.797329,-0.820525,0.015574,-0.845628,0.000495,-0.694373,0.015011,-0.782710,0.875836,-0.811751,0.014644,-0.754973,0.907566,-0.695805,0.014876,-0.850778,0.908977,-0.820435,0.015573,-0.845626,0.882407,-0.694659,0.014715,-0.782989,-0.811665,0.014868,-0.755254,-0.695853,0.015161,-0.850556,-0.820187,0.015360,-0.845288
3077,8.547222,-0.002724,-0.603561,0.001065,0.797311,-0.820531,0.015593,-0.845633,0.000494,-0.694384,0.015019,-0.782708,0.875836,-0.811763,0.014664,-0.754977,0.907566,-0.695811,0.014882,-0.850776,0.908977,-0.820441,0.015593,-0.845631,0.882407,-0.694660,0.014723,-0.782999,-0.811676,0.014888,-0.755249,-0.695865,0.015167,-0.850537,-0.820197,0.015380,-0.845306
3078,8.550000,-0.002280,-0.603896,0.000619,0.797060,-0.820477,0.015706,-0.845685,0.000586,-0.694382,0.015031,-0.782655,0.875244,-0.811785,0.014663,-0.755024,0.909300,-0.695753,0.014980,-0.850725,0.906132,-0.820387,0.015706,-0.845683,0.885369,-0.694666,0.014729,-0.783007,-0.811665,0.014891,-0.755254,-0.695939,0.015271,-0.850403,-0.820037,0.015487,-0.845424
3079,8.552778,-0.002259,-0.603902,0.000647,0.797056,-0.820486,0.015704,-0.845680,0.000590,-0.694393,0.015038,-0.782648,0.864126,-0.811795,0.014661,-0.755018,0.913494,-0.695762,0.014987,-0.850718,0.881904,-0.820396,0.015704,-0.845678,0.878190,-0.694684,0.014739,-0.782998,-0.811672,0.014888,-0.755246,-0.695950,0.015276,-0.850399,-0.820041,0.015488,-0.845420
3080,8.555556,-0.002265,-0.603878,0.000625,0.797073,-0.820495,0.015717,-0.845686,0.000588,-0.694398,0.015045,-0.782662,0.862761,-0.811799,0.014672,-0.755025,0.912322,-0.695772,0.014994,-0.850731,0.882622,-0.820405,0.015716,-0.845684,0.878125,-0.694689,0.014742,-0.783015,-0.811677,0.014902,-0.755260,-0.695948,0.015286,-0.850408,-0.820060,0.015498,-0.845418
3081,8.558333,-0.002202,-0.603904,0.000593,0.797054,-0.820496,0.015730,-0.845692,0.000580,-0.694402,0.015052,-0.782660,0.865233,-0.811805,0.014673,-0.755030,0.914612,-0.695772,0.015011,-0.850729,0.884825,-0.820406,0.015729,-0.845690,0.877981,-0.694688,0.014753,-0.783005,-0.811690,0.014900,-0.755258,-0.695951,0.015300,-0.850418,-0.820055,0.015513,-0.845428
3082,8.561111,-0.002236,-0.603880,0.000616,0.797072,-0.820497,0.015724,-0.845687,0.000586,-0.694400,0.015051,-0.782662,0.863206,-0.811801,0.014674,-0.755026,0.915533,-0.695774,0.015004,-0.850732,0.882832,-0.820407,0.015724,-0.845685,0.878436,-0.694690,0.014754,-0.783019,-0.811682,0.014899,-0.755248,-0.695956,0.015291,-0.850409,-0.820053,0.015509,-0.845430
3083,8.563889,-0.002335,-0.603905,0.000621,0.797053,-0.820492,0.015730,-0.845694,0.000586,-0.694399,0.015053,-0.782661,0.863206,-0.811802,0.014694,-0.755032,0.915533,-0.695768,0.014996,-0.850731,0.882832,-0.820402,0.015730,-0.845692,0.878436,-0.694692,0.014756,-0.783009,-0.811680,0.014919,-0.755264,-0.695947,0.015282,-0.850415,-0.820054,0.015515,-0.845428
3084,8.566667,-0.002194,-0.603907,0.000568,0.797052,-0.820493,0.015732,-0.845695,0.000585,-0.694400,0.015048,-0.782662,0.864327,-0.811803,0.014671,-0.755033,0.913691,-0.695769,0.015010,-0.850731,0.884514,-0.820403,0.015732,-0.845693,0.878323,-0.694686,0.014748,-0.783014,-0.811682,0.014897,-0.755260,-0.695952,0.015298,-0.850409,-0.820054,0.015515,-0.845437
3085,8.569444,-0.002285,-0.603909,0.000646,0.797050,-0.820491,0.015721,-0.845693,0.000583,-0.694399,0.015053,-0.782659,0.864046,-0.811802,0.014681,-0.755031,0.914293,-0.695768,0.014999,-0.850728,0.882486,-0.820401,0.015720,-0.845691,0.879084,-0.694690,0.014757,-0.783013,-0.811687,0.014906,-0.755255,-0.695946,0.015285,-0.850410,-0.820049,0.015506,-0.845432
3086,8.572222,-0.002273,-0.603932,0.000616,0.797032,-0.820485,0.015719,-0.845700,0.000581,-0.694397,0.015045,-0.782659,0.863807,-0.811802,0.014675,-0.755037,0.915360,-0.695761,0.014994,-0.850728,0.883946,-0.820395,0.015719,-0.845698,0.879246,-0.694688,0.014746,-0.783009,-0.811681,0.014901,-0.755259,-0.695940,0.015281,-0.850410,-0.820046,0.015504,-0.845443
3087,8.575000,-0.002208,-0.603899,0.000602,0.797058,-0.820485,0.015710,-0.845697,0.000588,-0.694391,0.015034,-0.782666,0.863624,-0.811793,0.014655,-0.755035,0.914208,-0.695761,0.014992,-0.850735,0.882512,-0.820395,0.015709,-0.845694,0.877878,-0.694681,0.014734,-0.783017,-0.811671,0.014882,-0.755261,-0.695947,0.015282,-0.850415,-0.820040,0.015493,-0.845437
3088,8.577778,-0.002246,-0.603911,0.000649,0.797048,-0.820477,0.015694,-0.845700,0.000585,-0.694385,0.015030,-0.782665,0.863899,-0.811789,0.014650,-0.755038,0.914665,-0.695753,0.014979,-0.850734,0.881896,-0.820387,0.015694,-0.845698,0.875847,-0.694667,0.014724,-0.783017,-0.811678,0.014881,-0.755263,-0.695943,0.015274,-0.850417,-0.820026,0.015474,-0.845437
3089,8.580556,-0.002673,-0.603792,0.000692,0.797137,-0.820463,0.015661,-0.845719,0.000528,-0.694352,0.014986,-0.782721,0.863899,-0.811748,0.014679,-0.755059,0.914665,-0.695741,0.014887,-0.850790,0.881896,-0.820373,0.015661,-0.845717,0.875847,-0.694666,0.014724,-0.783025,-0.811660,0.014878,-0.755262,-0.695862,0.015140,-0.850559,-0.820025,0.015471,-0.845441
3090,8.583333,-0.002662,-0.603797,0.000601,0.797134,-0.820459,0.015667,-0.845722,0.000514,-0.694349,0.014967,-0.782723,0.872591,-0.811745,0.014672,-0.755062,0.925492,-0.695737,0.014876,-0.850791,0.909002,-0.820369,0.015666,-0.845720,0.879403,-0.694652,0.014690,-0.783011,-0.811664,0.014882,-0.755269,-0.695856,0.015144,-0.850574,-0.820028,0.015466,-0.845441
3091,8.586111,-0.002615,-0.603813,0.000609,0.797122,-0.820457,0.015657,-0.845722,0.000519,-0.694350,0.014962,-0.782718,0.873592,-0.811747,0.014657,-0.755062,0.924853,-0.695735,0.014876,-0.850787,0.909912,-0.820367,0.015657,-0.845720,0.878209,-0.694661,0.014691,-0.783011,-0.811665,0.014863,-0.755265,-0.695854,0.015137,-0.850569,-0.820019,0.015461,-0.845441
3092,8.588889,-0.002306,-0.603622,0.000939,0.797266,-0.820502,0.015551,-0.845688,0.000543,-0.694364,0.014963,-0.782745,0.882058,-0.811747,0.014550,-0.755032,0.891490,-0.695782,0.014882,-0.850813,0.908606,-0.820412,0.015550,-0.845686,0.881242,-0.694649,0.014695,-0.783008,-0.811612,0.014755,-0.755390,-0.695853,0.015140,-0.850564,-0.820191,0.015356,-0.845313
3093,8.591667,-0.002213,-0.603989,0.000206,0.796990,-0.820407,0.015645,-0.845748,0.000527,-0.694328,0.014859,-0.782689,0.888644,-0.811737,0.014542,-0.755085,0.902130,-0.695683,0.014850,-0.850758,0.905203,-0.820317,0.015644,-0.845746,0.880080,-0.694591,0.014569,-0.782901,-0.811612,0.014763,-0.755383,-0.695844,0.015130,-0.850560,-0.820018,0.015434,-0.845435
3094,8.594444,-0.002198,-0.603961,0.000173,0.797011,-0.820411,0.015644,-0.845751,0.000523,-0.694327,0.014850,-0.782700,0.888644,-0.811734,0.014534,-0.755088,0.902130,-0.695687,0.014845,-0.850770,0.905203,-0.820321,0.015643,-0.845748,0.880080,-0.694588,0.014557,-0.782908,-0.811608,0.014757,-0.755383,-0.695849,0.015127,-0.850573,-0.820024,0.015431,-0.845443
3095,8.597222,-0.002108,-0.604025,0.000140,0.796962,-0.820400,0.015653,-0.845754,0.000531,-0.694326,0.014855,-0.782683,0.889016,-0.811738,0.014527,-0.755090,0.902417,-0.695675,0.014862,-0.850753,0.904936,-0.820310,0.015652,-0.845752,0.880959,-0.694590,0.014564,-0.782896,-0.811616,0.014749,-0.755385,-0.695843,0.015142,-0.850556,-0.820000,0.015441,-0.845441
3096,8.600000,-0.002121,-0.603983,0.000124,0.796994,-0.820407,0.015649,-0.845742,0.000540,-0.694327,0.014845,-0.782685,0.888414,-0.811736,0.014523,-0.755080,0.902823,-0.695683,0.014852,-0.850755,0.904630,-0.820317,0.015648,-0.845740,0.878249,-0.694590,0.014549,-0.782893,-0.811598,0.014749,-0.755387,-0.695861,0.015138,-0.850549,-0.820015,0.015433,-0.845431
3097,8.602778,-0.002192,-0.603985,0.000176,0.796993,-0.820411,0.015643,-0.845742,0.000536,-0.694331,0.014850,-0.782685,0.889628,-0.811740,0.014533,-0.755079,0.900094,-0.695687,0.014845,-0.850754,0.904641,-0.820321,0.015642,-0.845740,0.878818,-0.694591,0.014563,-0.782897,-0.811613,0.014752,-0.755389,-0.695854,0.015122,-0.850551,-0.820021,0.015434,-0.845422
3098,8.605556,-0.002108,-0.603993,0.000088,0.796987,-0.820403,0.015658,-0.845747,0.000532,-0.694324,0.014845,-0.782687,0.889115,-0.811733,0.014526,-0.755084,0.899843,-0.695678,0.014857,-0.850757,0.905979,-0.820313,0.015657,-0.845745,0.878301,-0.694590,0.014555,-0.782891,-0.811605,0.014747,-0.755393,-0.695840,0.015137,-0.850565,-0.820012,0.015447,-0.845425
3099,8.608333,-0.002148,-0.604011,0.000197,0.796973,-0.820403,0.015641,-0.845755,0.000537,-0.694327,0.014857,-0.782689,0.887256,-0.811738,0.014528,-0.755092,0.902190,-0.695678,0.014855,-0.850759,0.903392,-0.820313,0.015641,-0.845753,0.877945,-0.694593,0.014564,-0.782907,-0.811614,0.014750,-0.755389,-0.695848,0.015136,-0.850555,-0.820003,0.015429,-0.845442
3100,8.611111,-0.002096,-0.603997,0.000074,0.796984,-0.820404,0.015666,-0.845738,0.000531,-0.694326,0.014850,-0.782676,0.887256,-0.811735,0.014531,-0.755075,0.902190,-0.695679,0.014864,-0.850746,0.903392,-0.820314,0.015666,-0.845735,0.877945,-0.694583,0.014559,-0.782888,-0.811613,0.014753,-0.755378,-0.695848,0.015145,-0.850545,-0.820010,0.015454,-0.845421
3101,8.613889,-0.002551,-0.603906,0.000216,0.797052,-0.820428,0.015677,-0.845693,0.000481,-0.694336,0.014876,-0.782659,0.889354,-0.811739,0.014620,-0.755031,0.901142,-0.695705,0.014830,-0.850728,0.903932,-0.820338,0.015676,-0.845690,0.878695,-0.694593,0.014560,-0.782889,-0.811663,0.014859,-0.755255,-0.695846,0.015134,-0.850550,-0.820014,0.015448,-0.845415
3102,8.616667,-0.002611,-0.603807,0.000626,0.797126,-0.820452,0.015663,-0.845708,0.000518,-0.694344,0.014973,-0.782706,0.883059,-0.811741,0.014665,-0.755048,0.915845,-0.695730,0.014886,-0.850775,0.904945,-0.820362,0.015662,-0.845706,0.879402,-0.694645,0.014698,-0.782998,-0.811661,0.014873,-0.755261,-0.695850,0.015151,-0.850554,-0.820022,0.015464,-0.845422
3103,8.619444,-0.002636,-0.603799,0.000645,0.797132,-0.820460,0.015665,-0.845704,0.000523,-0.694351,0.014979,-0.782704,0.873273,-0.811746,0.014672,-0.755044,0.923623,-0.695738,0.014887,-0.850773,0.910425,-0.820370,0.015664,-0.845702,0.877991,-0.694664,0.014710,-0.782998,-0.811663,0.014876,-0.755256,-0.695852,0.015146,-0.850554,-0.820026,0.015470,-0.845415
3104,8.622222,-0.002635,-0.603847,0.000662,0.797096,-0.820457,0.015669,-0.845712,0.000525,-0.694355,0.014988,-0.782697,0.873563,-0.811755,0.014679,-0.755051,0.923798,-0.695734,0.014895,-0.850766,0.906960,-0.820367,0.015669,-0.845710,0.879935,-0.694661,0.014717,-0.782995,-0.811665,0.014885,-0.755257,-0.695862,0.015157,-0.850534,-0.820024,0.015473,-0.845437
3105,8.625000,-0.002607,-0.603805,0.000640,0.797127,-0.820466,0.015674,-0.845710,0.000521,-0.694357,0.014988,-0.782709,0.873592,-0.811754,0.014676,-0.755050,0.925517,-0.695743,0.014899,-0.850777,0.910670,-0.820376,0.015673,-0.845708,0.877961,-0.694670,0.014722,-0.783004,-0.811673,0.014878,-0.755254,-0.695862,0.015156,-0.850559,-0.820026,0.015480,-0.845428
3106,8.627778,-0.002237,-0.603925,0.000635,0.797038,-0.820473,0.015700,-0.845685,0.000591,-0.694383,0.015032,-0.782646,0.873592,-0.811787,0.014653,-0.755023,0.925517,-0.695749,0.014984,-0.850715,0.910670,-0.820383,0.015700,-0.845683,0.877961,-0.694678,0.014729,-0.782999,-0.811668,0.014883,-0.755256,-0.695927,0.015277,-0.850397,-0.820029,0.015481,-0.845414
3107,8.630556,-0.002252,-0.603875,0.000682,0.797076,-0.820481,0.015694,-0.845673,0.000592,-0.694383,0.015039,-0.782650,0.862101,-0.811784,0.014655,-0.755012,0.912866,-0.695758,0.014985,-0.850719,0.883108,-0.820391,0.015694,-0.845671,0.876092,-0.694675,0.014731,-0.783007,-0.811661,0.014888,-0.755239,-0.695942,0.015281,-0.850392,-0.820038,0.015472,-0.845413
3108,8.633333,-0.002331,-0.603652,0.001024,0.797244,-0.820550,0.015635,-0.845609,0.000560,-0.694417,0.015070,-0.782656,0.864611,-0.811802,0.014648,-0.754952,0.897588,-0.695829,0.014979,-0.850724,0.882419,-0.820460,0.015635,-0.845607,0.882945,-0.694676,0.014739,-0.782998,-0.811681,0.014899,-0.755253,-0.695943,0.015296,-0.850396,-0.820207,0.015397,-0.845292
3109,8.636111,-0.002246,-0.603903,0.000588,0.797054,-0.820486,0.015716,-0.845682,0.000588,-0.694392,0.015035,-0.782650,0.863069,-0.811795,0.014665,-0.755020,0.913026,-0.695762,0.014990,-0.850719,0.882410,-0.820396,0.015716,-0.845680,0.877794,-0.694684,0.014731,-0.783000,-0.811672,0.014895,-0.755250,-0.695944,0.015283,-0.850400,-0.820045,0.015497,-0.845420
3110,8.638889,-0.002220,-0.603884,0.000653,0.797069,-0.820488,0.015707,-0.845679,0.000583,-0.694391,0.015045,-0.782652,0.864099,-0.811793,0.014660,-0.755017,0.914502,-0.695764,0.014997,-0.850721,0.882617,-0.820398,0.015707,-0.845676,0.877571,-0.694673,0.014743,-0.783006,-0.811681,0.014889,-0.755245,-0.695946,0.015288,-0.850401,-0.820046,0.015489,-0.845414
3111,8.641667,-0.002282,-0.603899,0.000661,0.797057,-0.820487,0.015706,-0.845682,0.000581,-0.694393,0.015043,-0.782651,0.864099,-0.811795,0.014668,-0.755020,0.914502,-0.695763,0.014988,-0.850720,0.882617,-0.820397,0.015706,-0.845680,0.877571,-0.694675,0.014742,-0.782998,-0.811679,0.014897,-0.755253,-0.695942,0.015278,-0.850404,-0.820051,0.015488,-0.845415
3112,8.644444,-0.002593,-0.603768,0.000636,0.797155,-0.820479,0.015683,-0.845704,0.000515,-0.694365,0.014997,-0.782714,0.865118,-0.811758,0.014684,-0.755045,0.913428,-0.695757,0.014911,-0.850783,0.883836,-0.820389,0.015683,-0.845702,0.878307,-0.694675,0.014735,-0.783009,-0.811680,0.014883,-0.755246,-0.695871,0.015164,-0.850567,-0.820043,0.015493,-0.845423
3113,8.647222,-0.002360,-0.603656,0.001069,0.797240,-0.820550,0.015615,-0.845617,0.000561,-0.694417,0.015060,-0.782663,0.874522,-0.811803,0.014637,-0.754960,0.926678,-0.695829,0.014963,-0.850731,0.912008,-0.820460,0.015614,-0.845615,0.879132,-0.694675,0.014730,-0.783002,-0.811676,0.014887,-0.755264,-0.695946,0.015280,-0.850401,-0.820211,0.015377,-0.845303
3114,8.650000,-0.002274,-0.603878,0.000639,0.797074,-0.820491,0.015701,-0.845682,0.000585,-0.694394,0.015032,-0.782658,0.864217,-0.811795,0.014659,-0.755021,0.914409,-0.695768,0.014979,-0.850727,0.881920,-0.820401,0.015700,-0.845680,0.877280,-0.694678,0.014728,-0.783008,-0.811677,0.014889,-0.755246,-0.695958,0.015272,-0.850409,-0.820044,0.015481,-0.845424
3115,8.652778,-0.002246,-0.603889,0.000635,0.797065,-0.820485,0.015701,-0.845692,0.000590,-0.694389,0.015033,-0.782664,0.863434,-0.811791,0.014655,-0.755030,0.913292,-0.695762,0.014984,-0.850733,0.882650,-0.820395,0.015701,-0.845690,0.875702,-0.694678,0.014729,-0.783015,-0.811675,0.014885,-0.755262,-0.695947,0.015276,-0.850417,-0.820037,0.015482,-0.845423
3116,8.655556,-0.002606,-0.603801,0.000643,0.797131,-0.820472,0.015682,-0.845710,0.000521,-0.694363,0.014997,-0.782710,0.874762,-0.811759,0.014685,-0.755050,0.925226,-0.695750,0.014909,-0.850778,0.912066,-0.820382,0.015682,-0.845708,0.877368,-0.694672,0.014736,-0.783004,-0.811682,0.014884,-0.755260,-0.695865,0.015161,-0.850562,-0.820034,0.015492,-0.845419
3117,8.658333,-0.002654,-0.603802,0.000648,0.797130,-0.820468,0.015666,-0.845716,0.000518,-0.694360,0.014980,-0.782715,0.874762,-0.811756,0.014676,-0.755056,0.925226,-0.695746,0.014886,-0.850784,0.912066,-0.820378,0.015666,-0.845714,0.877368,-0.694671,0.014712,-0.783006,-0.811669,0.014879,-0.755260,-0.695864,0.015145,-0.850565,-0.820036,0.015472,-0.845438
3118,8.661111,-0.002626,-0.603789,0.000624,0.797139,-0.820477,0.015667,-0.845716,0.000523,-0.694366,0.014975,-0.782719,0.874181,-0.811761,0.014670,-0.755056,0.924797,-0.695755,0.014887,-0.850788,0.910291,-0.820387,0.015666,-0.845714,0.879938,-0.694674,0.014706,-0.783017,-0.811676,0.014874,-0.755263,-0.695875,0.015146,-0.850561,-0.820043,0.015471,-0.845435
3119,8.663889,-0.002594,-0.603814,0.000584,0.797121,-0.820466,0.015673,-0.845724,0.000514,-0.694359,0.014972,-0.782720,0.873443,-0.811756,0.014667,-0.755064,0.924261,-0.695743,0.014890,-0.850789,0.908687,-0.820376,0.015673,-0.845722,0.879115,-0.694664,0.014698,-0.783011,-0.811672,0.014876,-0.755274,-0.695855,0.015155,-0.850569,-0.820041,0.015474,-0.845441
3120,8.666667,-0.002573,-0.603795,0.000607,0.797135,-0.820467,0.015657,-0.845719,0.000520,-0.694357,0.014964,-0.782720,0.874315,-0.811752,0.014652,-0.755059,0.924784,-0.695745,0.014882,-0.850789,0.910665,-0.820377,0.015657,-0.845717,0.878051,-0.694667,0.014697,-0.783012,-0.811671,0.014854,-0.755266,-0.695864,0.015140,-0.850572,-0.820029,0.015464,-0.845435
3121,8.669444,-0.002712,-0.603563,0.001081,0.797310,-0.820523,0.015572,-0.845656,0.000494,-0.694376,0.015002,-0.782730,0.875882,-0.811756,0.014643,-0.755000,0.909733,-0.695804,0.014866,-0.850798,0.907221,-0.820433,0.015571,-0.845653,0.885788,-0.694658,0.014707,-0.783013,-0.811664,0.014867,-0.755268,-0.695862,0.015149,-0.850566,-0.820185,0.015359,-0.845334
3122,8.672222,-0.002738,-0.603563,0.001038,0.797310,-0.820528,0.015573,-0.845658,0.000482,-0.694381,0.014991,-0.782733,0.875882,-0.811760,0.014643,-0.755003,0.909733,-0.695808,0.014855,-0.850801,0.907221,-0.820437,0.015573,-0.845656,0.885788,-0.694658,0.014696,-0.783021,-0.811683,0.014866,-0.755267,-0.695851,0.015138,-0.850573,-0.820194,0.015361,-0.845331
3123,8.675000,-0.002594,-0.603815,0.000661,0.797120,-0.820455,0.015664,-0.845724,0.000514,-0.694348,0.014985,-0.782719,0.875757,-0.811745,0.014668,-0.755064,0.911407,-0.695732,0.014896,-0.850788,0.908452,-0.820364,0.015664,-0.845722,0.885468,-0.694648,0.014711,-0.783015,-0.811665,0.014875,-0.755266,-0.695851,0.015160,-0.850563,-0.820025,0.015466,-0.845448
3124,8.677778,-0.002650,-0.603831,0.000614,0.797108,-0.820458,0.015662,-0.845727,0.000515,-0.694354,0.014967,-0.782717,0.874369,-0.811752,0.014668,-0.755066,0.924804,-0.695735,0.014877,-0.850786,0.908338,-0.820368,0.015662,-0.845725,0.880203,-0.694656,0.014697,-0.783015,-0.811675,0.014873,-0.755262,-0.695858,0.015138,-0.850562,-0.820019,0.015466,-0.845453
3125,8.680556,-0.002621,-0.603793,0.000644,0.797137,-0.820458,0.015662,-0.845719,0.000523,-0.694347,0.014976,-0.782722,0.873804,-0.811743,0.014667,-0.755059,0.925653,-0.695736,0.014886,-0.850790,0.909353,-0.820368,0.015661,-0.845717,0.879568,-0.694658,0.014711,-0.783019,-0.811656,0.014868,-0.755261,-0.695859,0.015142,-0.850565,-0.820020,0.015470,-0.845444
