,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,"Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4",Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker4,Ragnetto:Marker4,Ragnetto:Marker4
,ID,"54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","C6800","C6800","C6800","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","C65B0","C65B0","C65B0","C68C0","C68C0","C68C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3126,8.683333,-0.002570,-0.603804,0.000585,0.797128,-0.820462,0.015670,-0.845723,0.000517,-0.694353,0.014971,-0.782721,0.873480,-0.811749,0.014661,-0.755063,0.924034,-0.695739,0.014891,-0.850790,0.909365,-0.820371,0.015669,-0.845721,0.880220,-0.694664,0.014698,-0.783012,-0.811661,0.014868,-0.755267,-0.695856,0.015155,-0.850570,-0.820032,0.015472,-0.845446
3127,8.686111,-0.002606,-0.603839,0.000587,0.797102,-0.820459,0.015668,-0.845726,0.000516,-0.694356,0.014967,-0.782713,0.873546,-0.811754,0.014664,-0.755065,0.924413,-0.695736,0.014884,-0.850782,0.908280,-0.820369,0.015667,-0.845724,0.881840,-0.694662,0.014696,-0.783011,-0.811666,0.014870,-0.755268,-0.695852,0.015146,-0.850553,-0.820035,0.015471,-0.845452
3128,8.688889,-0.002620,-0.603821,0.000637,0.797116,-0.820455,0.015662,-0.845718,0.000508,-0.694349,0.014974,-0.782711,0.873546,-0.811747,0.014666,-0.755057,0.924413,-0.695733,0.014885,-0.850780,0.908280,-0.820365,0.015661,-0.845716,0.881840,-0.694653,0.014706,-0.783002,-0.811668,0.014869,-0.755253,-0.695848,0.015144,-0.850563,-0.820024,0.015467,-0.845444
3129,8.691667,-0.002542,-0.603819,0.000605,0.797117,-0.820461,0.015668,-0.845713,0.000516,-0.694355,0.014975,-0.782707,0.875194,-0.811752,0.014657,-0.755053,0.926641,-0.695738,0.014897,-0.850776,0.910832,-0.820371,0.015667,-0.845711,0.880718,-0.694665,0.014709,-0.783001,-0.811668,0.014859,-0.755252,-0.695855,0.015154,-0.850557,-0.820027,0.015474,-0.845437
3130,8.694444,-0.002625,-0.603844,0.000575,0.797098,-0.820454,0.015667,-0.845715,0.000509,-0.694351,0.014962,-0.782701,0.874053,-0.811750,0.014664,-0.755054,0.926032,-0.695731,0.014878,-0.850770,0.910602,-0.820364,0.015666,-0.845713,0.879982,-0.694657,0.014693,-0.782993,-0.811667,0.014869,-0.755257,-0.695840,0.015138,-0.850550,-0.820033,0.015471,-0.845438
3131,8.697222,-0.002637,-0.603813,0.000663,0.797121,-0.820463,0.015654,-0.845710,0.000510,-0.694356,0.014973,-0.782706,0.873323,-0.811753,0.014663,-0.755050,0.926751,-0.695741,0.014879,-0.850775,0.909965,-0.820373,0.015653,-0.845708,0.880514,-0.694664,0.014701,-0.783003,-0.811675,0.014869,-0.755243,-0.695853,0.015142,-0.850555,-0.820032,0.015457,-0.845437
3132,8.700000,-0.002607,-0.603798,0.000568,0.797133,-0.820464,0.015677,-0.845699,0.000510,-0.694355,0.014971,-0.782699,0.874703,-0.811751,0.014671,-0.755039,0.925416,-0.695742,0.014889,-0.850768,0.909299,-0.820374,0.015676,-0.845697,0.879742,-0.694654,0.014697,-0.782993,-0.811675,0.014878,-0.755239,-0.695859,0.015153,-0.850548,-0.820033,0.015478,-0.845421
3133,8.702778,-0.002423,-0.604037,0.000007,0.796953,-0.820427,0.015791,-0.845776,0.000494,-0.694356,0.014939,-0.782701,0.880239,-0.811768,0.014691,-0.755111,0.938188,-0.695702,0.014924,-0.850771,0.910099,-0.820337,0.015790,-0.845773,0.891397,-0.694653,0.014703,-0.782992,-0.811667,0.014870,-0.755248,-0.695853,0.015153,-0.850538,-0.819989,0.015619,-0.845578
3134,8.705556,-0.002622,-0.603823,0.000654,0.797114,-0.820458,0.015655,-0.845701,0.000519,-0.694352,0.014972,-0.782694,0.880239,-0.811749,0.014661,-0.755040,0.938188,-0.695735,0.014881,-0.850763,0.910099,-0.820368,0.015654,-0.845699,0.891397,-0.694668,0.014706,-0.782992,-0.811668,0.014863,-0.755241,-0.695848,0.015138,-0.850543,-0.820020,0.015462,-0.845420
3135,8.708333,-0.002558,-0.603783,0.000632,0.797145,-0.820462,0.015654,-0.845692,0.000519,-0.694350,0.014969,-0.782697,0.872581,-0.811745,0.014649,-0.755032,0.926070,-0.695740,0.014886,-0.850766,0.910967,-0.820372,0.015654,-0.845690,0.878628,-0.694660,0.014699,-0.782988,-0.811660,0.014854,-0.755240,-0.695857,0.015146,-0.850548,-0.820029,0.015459,-0.845408
3136,8.711111,-0.002675,-0.603530,0.000937,0.797335,-0.820530,0.015581,-0.845615,0.000499,-0.694378,0.014974,-0.782700,0.875214,-0.811755,0.014630,-0.754961,0.907004,-0.695811,0.014853,-0.850768,0.907122,-0.820440,0.015581,-0.845613,0.882915,-0.694660,0.014678,-0.782986,-0.811666,0.014855,-0.755243,-0.695863,0.015139,-0.850536,-0.820193,0.015367,-0.845277
3137,8.713889,-0.002626,-0.604077,0.000667,0.796921,-0.820442,0.015641,-0.845677,0.000488,-0.694376,0.014962,-0.782589,0.888741,-0.811791,0.014650,-0.755011,0.916982,-0.695716,0.014869,-0.850659,0.920738,-0.820351,0.015641,-0.845675,0.882544,-0.694689,0.014696,-0.782759,-0.811667,0.014852,-0.755243,-0.695853,0.015126,-0.850533,-0.820025,0.015448,-0.845397
3138,8.716667,-0.002614,-0.603781,0.000607,0.797146,-0.820460,0.015650,-0.845689,0.000518,-0.694348,0.014955,-0.782695,0.875875,-0.811743,0.014650,-0.755029,0.922085,-0.695738,0.014869,-0.850764,0.908586,-0.820370,0.015650,-0.845687,0.879649,-0.694643,0.014683,-0.782987,-0.811661,0.014856,-0.755248,-0.695857,0.015131,-0.850539,-0.820037,0.015453,-0.845401
3139,8.719444,-0.002458,-0.603878,0.000109,0.797073,-0.820438,0.015691,-0.845675,0.000476,-0.694342,0.014866,-0.782651,0.875875,-0.811743,0.014608,-0.755014,0.922085,-0.695716,0.014838,-0.850720,0.908586,-0.820348,0.015690,-0.845673,0.879649,-0.694597,0.014553,-0.782884,-0.811669,0.014845,-0.755236,-0.695850,0.015140,-0.850538,-0.820033,0.015464,-0.845400
3140,8.722222,-0.002529,-0.603890,0.000162,0.797064,-0.820437,0.015683,-0.845680,0.000483,-0.694343,0.014869,-0.782652,0.883463,-0.811745,0.014616,-0.755019,0.916814,-0.695714,0.014829,-0.850721,0.905802,-0.820347,0.015682,-0.845678,0.881407,-0.694595,0.014553,-0.782876,-0.811661,0.014856,-0.755248,-0.695865,0.015133,-0.850539,-0.820028,0.015454,-0.845407
3141,8.725000,-0.002255,-0.603864,0.000524,0.797084,-0.820443,0.015627,-0.845737,0.000563,-0.694344,0.014927,-0.782717,0.884574,-0.811744,0.014568,-0.755076,0.914614,-0.695720,0.014887,-0.850787,0.903744,-0.820353,0.015626,-0.845735,0.880836,-0.694647,0.014680,-0.782991,-0.811625,0.014757,-0.755370,-0.695854,0.015125,-0.850551,-0.820035,0.015446,-0.845403
3142,8.727778,-0.002305,-0.603900,0.000490,0.797056,-0.820436,0.015634,-0.845743,0.000571,-0.694343,0.014923,-0.782712,0.879250,-0.811746,0.014578,-0.755082,0.908798,-0.695713,0.014880,-0.850781,0.909320,-0.820346,0.015634,-0.845741,0.876785,-0.694657,0.014681,-0.782988,-0.811618,0.014763,-0.755369,-0.695853,0.015113,-0.850542,-0.820020,0.015458,-0.845417
3143,8.730556,-0.002600,-0.603806,0.000611,0.797127,-0.820456,0.015652,-0.845700,0.000521,-0.694348,0.014958,-0.782698,0.873158,-0.811744,0.014650,-0.755040,0.923610,-0.695734,0.014874,-0.850767,0.907940,-0.820366,0.015652,-0.845698,0.879439,-0.694654,0.014685,-0.782996,-0.811660,0.014858,-0.755247,-0.695853,0.015138,-0.850539,-0.820026,0.015453,-0.845419
3144,8.733333,-0.002673,-0.603540,0.000982,0.797328,-0.820521,0.015572,-0.845636,0.000499,-0.694370,0.014978,-0.782718,0.874801,-0.811748,0.014626,-0.754981,0.907159,-0.695802,0.014854,-0.850785,0.906879,-0.820431,0.015572,-0.845633,0.882385,-0.694651,0.014681,-0.783007,-0.811664,0.014852,-0.755264,-0.695851,0.015139,-0.850551,-0.820185,0.015358,-0.845294
3145,8.736111,-0.002646,-0.603796,0.000596,0.797134,-0.820461,0.015657,-0.845707,0.000520,-0.694351,0.014957,-0.782708,0.874801,-0.811747,0.014660,-0.755047,0.907159,-0.695739,0.014868,-0.850777,0.906879,-0.820371,0.015656,-0.845705,0.882385,-0.694657,0.014686,-0.783008,-0.811666,0.014865,-0.755255,-0.695856,0.015130,-0.850550,-0.820031,0.015460,-0.845424
3146,8.738889,-0.002610,-0.603804,0.000590,0.797128,-0.820461,0.015661,-0.845715,0.000522,-0.694353,0.014961,-0.782714,0.873419,-0.811749,0.014658,-0.755055,0.924091,-0.695739,0.014877,-0.850783,0.908655,-0.820371,0.015661,-0.845713,0.879277,-0.694661,0.014690,-0.783006,-0.811666,0.014864,-0.755259,-0.695864,0.015139,-0.850563,-0.820020,0.015464,-0.845436
3147,8.741667,-0.002653,-0.603792,0.000637,0.797137,-0.820465,0.015664,-0.845709,0.000516,-0.694355,0.014975,-0.782711,0.873916,-0.811750,0.014673,-0.755049,0.924651,-0.695743,0.014882,-0.850780,0.909031,-0.820375,0.015664,-0.845707,0.877912,-0.694667,0.014714,-0.783013,-0.811670,0.014871,-0.755243,-0.695856,0.015134,-0.850557,-0.820029,0.015475,-0.845434
3148,8.744444,-0.002231,-0.603904,0.000564,0.797054,-0.820478,0.015698,-0.845698,0.000584,-0.694385,0.015010,-0.782666,0.863185,-0.811788,0.014641,-0.755037,0.914213,-0.695754,0.014969,-0.850735,0.882005,-0.820388,0.015697,-0.845696,0.877658,-0.694671,0.014705,-0.783019,-0.811671,0.014872,-0.755262,-0.695938,0.015263,-0.850415,-0.820035,0.015477,-0.845439
3149,8.747222,-0.002269,-0.603924,0.000551,0.797039,-0.820477,0.015704,-0.845706,0.000592,-0.694387,0.015011,-0.782667,0.863650,-0.811792,0.014650,-0.755044,0.913459,-0.695753,0.014966,-0.850736,0.881125,-0.820387,0.015703,-0.845704,0.875255,-0.694668,0.014708,-0.783023,-0.811681,0.014880,-0.755278,-0.695944,0.015258,-0.850413,-0.820027,0.015484,-0.845436
3150,8.750000,-0.002601,-0.603821,0.000557,0.797116,-0.820466,0.015691,-0.845729,0.000513,-0.694360,0.014982,-0.782722,0.873638,-0.811757,0.014683,-0.755068,0.926653,-0.695744,0.014902,-0.850791,0.910529,-0.820376,0.015690,-0.845727,0.881473,-0.694669,0.014718,-0.783022,-0.811675,0.014884,-0.755266,-0.695854,0.015157,-0.850566,-0.820039,0.015499,-0.845454
3151,8.752778,-0.002353,-0.603669,0.001045,0.797231,-0.820544,0.015623,-0.845644,0.000557,-0.694413,0.015063,-0.782686,0.873638,-0.811799,0.014642,-0.754987,0.926653,-0.695822,0.014968,-0.850754,0.910529,-0.820453,0.015623,-0.845642,0.881473,-0.694675,0.014735,-0.783028,-0.811675,0.014890,-0.755275,-0.695939,0.015283,-0.850425,-0.820198,0.015388,-0.845340
3152,8.755556,-0.002244,-0.603913,0.000603,0.797047,-0.820489,0.015714,-0.845708,0.000586,-0.694397,0.015037,-0.782672,0.864561,-0.811801,0.014664,-0.755046,0.899991,-0.695765,0.014991,-0.850742,0.882484,-0.820399,0.015714,-0.845705,0.884844,-0.694680,0.014735,-0.783031,-0.811691,0.014893,-0.755268,-0.695953,0.015282,-0.850420,-0.820038,0.015496,-0.845447
3153,8.758333,-0.002215,-0.603900,0.000586,0.797057,-0.820489,0.015725,-0.845707,0.000581,-0.694395,0.015045,-0.782676,0.865743,-0.811798,0.014669,-0.755046,0.914896,-0.695765,0.015003,-0.850746,0.881467,-0.820399,0.015725,-0.845705,0.879410,-0.694672,0.014745,-0.783026,-0.811679,0.014896,-0.755270,-0.695958,0.015292,-0.850423,-0.820048,0.015508,-0.845455
3154,8.761111,-0.002274,-0.603945,0.000630,0.797022,-0.820488,0.015713,-0.845713,0.000575,-0.694401,0.015042,-0.782667,0.864825,-0.811807,0.014671,-0.755050,0.916958,-0.695764,0.014990,-0.850736,0.884356,-0.820398,0.015713,-0.845710,0.880519,-0.694688,0.014746,-0.783016,-0.811689,0.014895,-0.755264,-0.695943,0.015276,-0.850420,-0.820049,0.015499,-0.845463
3155,8.763889,-0.002344,-0.603644,0.001036,0.797250,-0.820553,0.015633,-0.845633,0.000562,-0.694418,0.015070,-0.782682,0.865711,-0.811803,0.014649,-0.754976,0.899521,-0.695832,0.014977,-0.850751,0.883161,-0.820463,0.015632,-0.845631,0.883846,-0.694681,0.014746,-0.783021,-0.811678,0.014895,-0.755269,-0.695956,0.015288,-0.850425,-0.820202,0.015399,-0.845325
3156,8.766667,-0.002223,-0.603885,0.000623,0.797068,-0.820487,0.015713,-0.845700,0.000587,-0.694391,0.015043,-0.782674,0.865711,-0.811792,0.014663,-0.755039,0.899521,-0.695763,0.014997,-0.850743,0.883161,-0.820397,0.015713,-0.845698,0.883846,-0.694680,0.014740,-0.783034,-0.811673,0.014892,-0.755259,-0.695947,0.015289,-0.850416,-0.820044,0.015494,-0.845445
3157,8.769444,-0.002405,-0.603660,0.001036,0.797237,-0.820555,0.015631,-0.845630,0.000556,-0.694423,0.015065,-0.782675,0.861865,-0.811809,0.014655,-0.754973,0.915061,-0.695834,0.014965,-0.850743,0.881108,-0.820465,0.015630,-0.845628,0.878382,-0.694696,0.014738,-0.783014,-0.811679,0.014903,-0.755262,-0.695942,0.015279,-0.850418,-0.820215,0.015395,-0.845324
3158,8.772222,-0.002264,-0.603928,0.000586,0.797036,-0.820486,0.015715,-0.845692,0.000584,-0.694397,0.015033,-0.782652,0.863877,-0.811801,0.014666,-0.755030,0.899422,-0.695762,0.014986,-0.850722,0.883878,-0.820396,0.015715,-0.845690,0.885395,-0.694684,0.014730,-0.783008,-0.811683,0.014895,-0.755254,-0.695943,0.015277,-0.850399,-0.820045,0.015497,-0.845433
3159,8.775000,-0.002240,-0.603915,0.000629,0.797045,-0.820481,0.015699,-0.845686,0.000584,-0.694389,0.015029,-0.782650,0.862472,-0.811793,0.014651,-0.755024,0.914372,-0.695757,0.014981,-0.850719,0.882728,-0.820391,0.015699,-0.845684,0.877163,-0.694679,0.014723,-0.783003,-0.811677,0.014883,-0.755248,-0.695936,0.015276,-0.850402,-0.820037,0.015478,-0.845424
3160,8.777778,-0.002768,-0.603552,0.001055,0.797318,-0.820536,0.015592,-0.845627,0.000501,-0.694387,0.015013,-0.782705,0.873262,-0.811766,0.014668,-0.754972,0.909230,-0.695817,0.014872,-0.850773,0.907240,-0.820446,0.015592,-0.845625,0.882387,-0.694676,0.014718,-0.783000,-0.811682,0.014891,-0.755245,-0.695866,0.015156,-0.850539,-0.820191,0.015380,-0.845291
3161,8.780556,-0.002648,-0.603807,0.000650,0.797126,-0.820465,0.015666,-0.845702,0.000521,-0.694357,0.014981,-0.782699,0.871555,-0.811754,0.014676,-0.755041,0.925443,-0.695743,0.014888,-0.850768,0.908364,-0.820375,0.015666,-0.845699,0.878019,-0.694665,0.014708,-0.783007,-0.811678,0.014882,-0.755243,-0.695857,0.015151,-0.850540,-0.820028,0.015469,-0.845419
3162,8.783333,-0.002552,-0.603805,0.000557,0.797128,-0.820468,0.015675,-0.845695,0.000524,-0.694359,0.014969,-0.782694,0.871555,-0.811756,0.014661,-0.755035,0.925443,-0.695746,0.014894,-0.850763,0.908364,-0.820378,0.015675,-0.845693,0.878019,-0.694665,0.014693,-0.782982,-0.811672,0.014870,-0.755249,-0.695872,0.015161,-0.850546,-0.820029,0.015475,-0.845409
3163,8.786111,-0.002608,-0.603824,0.000629,0.797113,-0.820461,0.015664,-0.845693,0.000523,-0.694355,0.014975,-0.782686,0.874336,-0.811753,0.014666,-0.755033,0.922359,-0.695738,0.014888,-0.850755,0.908424,-0.820371,0.015663,-0.845691,0.876892,-0.694674,0.014700,-0.782982,-0.811667,0.014874,-0.755238,-0.695853,0.015153,-0.850535,-0.820024,0.015465,-0.845410
3164,8.788889,-0.002626,-0.603804,0.000592,0.797128,-0.820463,0.015661,-0.845689,0.000522,-0.694355,0.014961,-0.782687,0.871439,-0.811751,0.014661,-0.755028,0.923838,-0.695741,0.014875,-0.850756,0.909302,-0.820373,0.015661,-0.845687,0.877913,-0.694667,0.014691,-0.782981,-0.811666,0.014866,-0.755236,-0.695858,0.015136,-0.850536,-0.820028,0.015465,-0.845405
3165,8.791667,-0.002663,-0.604081,0.000693,0.796918,-0.820445,0.015646,-0.845674,0.000495,-0.694381,0.014972,-0.782585,0.888042,-0.811796,0.014663,-0.755008,0.915675,-0.695720,0.014873,-0.850654,0.918473,-0.820355,0.015645,-0.845672,0.882049,-0.694693,0.014702,-0.782758,-0.811667,0.014868,-0.755243,-0.695865,0.015133,-0.850522,-0.820026,0.015450,-0.845396
3166,8.794444,-0.002204,-0.603876,0.000547,0.797075,-0.820447,0.015628,-0.845733,0.000567,-0.694349,0.014937,-0.782709,0.879674,-0.811750,0.014565,-0.755072,0.908531,-0.695723,0.014900,-0.850778,0.908668,-0.820356,0.015627,-0.845731,0.875440,-0.694659,0.014684,-0.782977,-0.811626,0.014758,-0.755357,-0.695869,0.015143,-0.850548,-0.820025,0.015444,-0.845407
3167,8.797222,-0.002242,-0.603930,0.000756,0.797034,-0.820450,0.015613,-0.845739,0.000574,-0.694360,0.014978,-0.782698,0.879674,-0.811765,0.014582,-0.755076,0.908531,-0.695725,0.014920,-0.850767,0.908668,-0.820359,0.015613,-0.845736,0.875440,-0.694692,0.014747,-0.782962,-0.811626,0.014758,-0.755363,-0.695861,0.015142,-0.850542,-0.820030,0.015445,-0.845410
3168,8.800000,-0.002197,-0.604163,0.000586,0.796858,-0.820425,0.015620,-0.845727,0.000551,-0.694372,0.014941,-0.782613,0.879275,-0.811793,0.014561,-0.755060,0.908867,-0.695698,0.014901,-0.850683,0.913840,-0.820335,0.015619,-0.845725,0.876784,-0.694690,0.014695,-0.782765,-0.811612,0.014749,-0.755376,-0.695874,0.015138,-0.850529,-0.820021,0.015441,-0.845410
3169,8.802778,-0.002222,-0.604133,0.000598,0.796881,-0.820424,0.015618,-0.845720,0.000540,-0.694367,0.014941,-0.782615,0.892491,-0.811786,0.014564,-0.755053,0.897524,-0.695698,0.014897,-0.850685,0.916694,-0.820334,0.015618,-0.845718,0.880362,-0.694690,0.014691,-0.782772,-0.811612,0.014755,-0.755356,-0.695859,0.015138,-0.850536,-0.820025,0.015436,-0.845406
3170,8.805556,-0.002679,-0.603636,0.000641,0.797256,-0.820503,0.015593,-0.845607,0.000460,-0.694368,0.014903,-0.782658,0.882031,-0.811753,0.014605,-0.754950,0.899662,-0.695783,0.014807,-0.850727,0.903243,-0.820413,0.015592,-0.845605,0.883512,-0.694606,0.014561,-0.782880,-0.811666,0.014865,-0.755244,-0.695857,0.015137,-0.850537,-0.820188,0.015346,-0.845280
3171,8.808333,-0.002616,-0.603788,0.000685,0.797141,-0.820464,0.015637,-0.845691,0.000516,-0.694353,0.014963,-0.782694,0.874560,-0.811748,0.014647,-0.755031,0.925638,-0.695742,0.014870,-0.850763,0.910654,-0.820374,0.015636,-0.845688,0.877382,-0.694658,0.014694,-0.782989,-0.811675,0.014851,-0.755234,-0.695860,0.015130,-0.850548,-0.820024,0.015442,-0.845406
3172,8.811111,-0.002607,-0.603816,0.000632,0.797119,-0.820465,0.015650,-0.845706,0.000523,-0.694359,0.014962,-0.782700,0.875077,-0.811756,0.014652,-0.755045,0.925233,-0.695743,0.014874,-0.850769,0.908323,-0.820375,0.015649,-0.845703,0.878535,-0.694665,0.014693,-0.782990,-0.811669,0.014856,-0.755246,-0.695878,0.015134,-0.850548,-0.820021,0.015455,-0.845434
3173,8.813889,-0.002701,-0.603797,0.000709,0.797133,-0.820464,0.015648,-0.845704,0.000518,-0.694354,0.014976,-0.782705,0.875077,-0.811750,0.014672,-0.755044,0.925233,-0.695742,0.014872,-0.850774,0.908323,-0.820374,0.015648,-0.845702,0.878535,-0.694662,0.014705,-0.782999,-0.811667,0.014878,-0.755246,-0.695861,0.015134,-0.850553,-0.820029,0.015451,-0.845426
3174,8.816667,-0.002620,-0.603815,0.000639,0.797120,-0.820472,0.015657,-0.845713,0.000516,-0.694365,0.014971,-0.782708,0.873723,-0.811762,0.014662,-0.755053,0.924951,-0.695749,0.014881,-0.850777,0.909319,-0.820381,0.015657,-0.845711,0.879278,-0.694668,0.014702,-0.783000,-0.811685,0.014866,-0.755257,-0.695870,0.015141,-0.850560,-0.820035,0.015462,-0.845432
3175,8.819444,-0.002704,-0.603800,0.000673,0.797131,-0.820475,0.015661,-0.845712,0.000522,-0.694366,0.014979,-0.782712,0.875170,-0.811762,0.014680,-0.755051,0.925259,-0.695753,0.014878,-0.850780,0.910185,-0.820385,0.015660,-0.845710,0.878491,-0.694683,0.014709,-0.783015,-0.811683,0.014885,-0.755252,-0.695865,0.015138,-0.850559,-0.820035,0.015465,-0.845428
3176,8.822222,-0.002228,-0.603914,0.000566,0.797046,-0.820490,0.015704,-0.845700,0.000590,-0.694398,0.015017,-0.782664,0.861920,-0.811802,0.014647,-0.755038,0.913915,-0.695766,0.014976,-0.850734,0.880977,-0.820400,0.015704,-0.845698,0.877270,-0.694690,0.014712,-0.783019,-0.811679,0.014879,-0.755261,-0.695953,0.015271,-0.850410,-0.820043,0.015483,-0.845443
3177,8.825000,-0.002655,-0.603773,0.000649,0.797152,-0.820477,0.015673,-0.845714,0.000517,-0.694364,0.014988,-0.782722,0.872665,-0.811758,0.014684,-0.755054,0.927110,-0.695756,0.014894,-0.850791,0.910675,-0.820387,0.015673,-0.845712,0.879676,-0.694679,0.014722,-0.783023,-0.811677,0.014885,-0.755249,-0.695869,0.015150,-0.850569,-0.820041,0.015481,-0.845439
3178,8.827778,-0.002299,-0.603928,0.000602,0.797036,-0.820482,0.015702,-0.845705,0.000581,-0.694392,0.015021,-0.782665,0.864820,-0.811797,0.014659,-0.755042,0.915528,-0.695758,0.014969,-0.850734,0.883248,-0.820392,0.015701,-0.845703,0.876738,-0.694673,0.014719,-0.783014,-0.811688,0.014887,-0.755266,-0.695944,0.015261,-0.850420,-0.820033,0.015483,-0.845443
3179,8.830556,-0.002266,-0.603906,0.000594,0.797052,-0.820482,0.015707,-0.845706,0.000583,-0.694389,0.015027,-0.782673,0.864820,-0.811792,0.014659,-0.755044,0.915528,-0.695758,0.014979,-0.850742,0.883248,-0.820392,0.015707,-0.845704,0.876738,-0.694684,0.014723,-0.783026,-0.811672,0.014889,-0.755259,-0.695939,0.015272,-0.850424,-0.820036,0.015488,-0.845453
3180,8.833333,-0.002297,-0.603891,0.000652,0.797063,-0.820489,0.015704,-0.845703,0.000596,-0.694394,0.015037,-0.782674,0.862233,-0.811796,0.014666,-0.755041,0.915781,-0.695765,0.014981,-0.850743,0.882894,-0.820399,0.015703,-0.845701,0.878175,-0.694686,0.014736,-0.783028,-0.811674,0.014894,-0.755267,-0.695960,0.015272,-0.850422,-0.820034,0.015486,-0.845443
3181,8.836111,-0.002669,-0.603798,0.000653,0.797132,-0.820471,0.015676,-0.845735,0.000524,-0.694362,0.014990,-0.782736,0.872535,-0.811757,0.014688,-0.755075,0.926226,-0.695749,0.014894,-0.850804,0.911062,-0.820381,0.015675,-0.845733,0.879173,-0.694679,0.014730,-0.783038,-0.811673,0.014886,-0.755278,-0.695862,0.015146,-0.850579,-0.820035,0.015487,-0.845453
3182,8.838889,-0.002638,-0.603821,0.000666,0.797115,-0.820467,0.015673,-0.845735,0.000528,-0.694362,0.014992,-0.782728,0.871599,-0.811759,0.014683,-0.755074,0.926066,-0.695745,0.014899,-0.850797,0.910685,-0.820377,0.015672,-0.845732,0.876831,-0.694683,0.014729,-0.783029,-0.811677,0.014883,-0.755275,-0.695862,0.015153,-0.850575,-0.820021,0.015481,-0.845450
3183,8.841667,-0.002640,-0.603821,0.000650,0.797116,-0.820471,0.015682,-0.845728,0.000521,-0.694365,0.014997,-0.782722,0.871919,-0.811762,0.014690,-0.755068,0.926009,-0.695748,0.014904,-0.850791,0.909413,-0.820381,0.015681,-0.845726,0.881742,-0.694679,0.014734,-0.783029,-0.811674,0.014890,-0.755268,-0.695858,0.015159,-0.850557,-0.820045,0.015491,-0.845453
3184,8.844444,-0.002249,-0.603901,0.000603,0.797056,-0.820481,0.015702,-0.845704,0.000578,-0.694387,0.015024,-0.782673,0.871919,-0.811790,0.014652,-0.755042,0.926009,-0.695757,0.014977,-0.850742,0.909413,-0.820391,0.015701,-0.845702,0.881742,-0.694666,0.014721,-0.783022,-0.811680,0.014882,-0.755261,-0.695947,0.015270,-0.850427,-0.820032,0.015483,-0.845449
